 InvH_pty_icode,InvH_Billdate,,
 0,7/11/2009,12:54:00,PM
 0,7/11/2009,12:54:00,PM
 0,7/11/2009,12:54:00,PM
 0,7/11/2009,12:54:00,PM
 0,7/11/2009,12:54:00,PM
 0,7/11/2009,12:55:00,PM
 0,7/11/2009,12:56:00,PM
 0,7/11/2009,12:56:00,PM
 0,7/11/2009,12:57:00,PM
 0,7/11/2009,12:57:00,PM
 0,7/11/2009,12:57:00,PM
 0,7/11/2009,12:58:00,PM
 0,7/11/2009,12:58:00,PM
 0,7/11/2009,12:59:00,PM
 0,7/11/2009,12:59:00,PM
 0,7/11/2009,12:59:00,PM
 0,7/11/2009,1:00:00,PM
 0,7/11/2009,1:00:00,PM
 0,7/11/2009,1:00:00,PM
 0,7/11/2009,1:00:00,PM
 0,7/11/2009,1:00:00,PM
 0,7/11/2009,1:00:00,PM
 0,7/11/2009,1:02:00,PM
 0,7/11/2009,1:02:00,PM
 0,7/11/2009,1:03:00,PM
 0,7/11/2009,1:03:00,PM
 0,7/11/2009,1:03:00,PM
 0,7/11/2009,1:03:00,PM
 0,7/11/2009,1:03:00,PM
 0,7/11/2009,1:04:00,PM
 0,7/11/2009,1:04:00,PM
 0,7/11/2009,1:05:00,PM
 0,7/11/2009,1:05:00,PM
 0,7/11/2009,1:06:00,PM
 0,7/11/2009,1:06:00,PM
 0,7/11/2009,1:07:00,PM
 0,7/11/2009,1:07:00,PM
 0,7/11/2009,1:08:00,PM
 0,7/11/2009,1:09:00,PM
 0,7/11/2009,1:10:00,PM
 0,7/11/2009,1:11:00,PM
 0,7/11/2009,1:11:00,PM
 0,7/11/2009,1:12:00,PM
 0,7/11/2009,1:12:00,PM
 0,7/11/2009,1:14:00,PM
 0,7/11/2009,1:14:00,PM
 0,7/11/2009,1:14:00,PM
 0,7/11/2009,1:14:00,PM
 0,7/11/2009,1:15:00,PM
 0,7/11/2009,1:16:00,PM
 0,7/11/2009,1:17:00,PM
 0,7/11/2009,1:17:00,PM
 0,7/11/2009,1:17:00,PM
 0,7/11/2009,1:17:00,PM
 0,7/11/2009,1:19:00,PM
 0,7/11/2009,1:19:00,PM
 0,7/11/2009,1:19:00,PM
 0,7/11/2009,1:21:00,PM
 0,7/11/2009,1:21:00,PM
 0,7/11/2009,1:22:00,PM
 0,7/11/2009,1:23:00,PM
 0,7/11/2009,1:23:00,PM
 0,7/11/2009,1:24:00,PM
 0,7/11/2009,1:25:00,PM
 0,7/11/2009,1:25:00,PM
 0,7/11/2009,1:26:00,PM
 0,7/11/2009,1:27:00,PM
 0,7/11/2009,1:27:00,PM
 0,7/11/2009,1:28:00,PM
 0,7/11/2009,1:29:00,PM
 0,7/11/2009,1:29:00,PM
 0,7/11/2009,1:29:00,PM
 0,7/11/2009,1:30:00,PM
 0,7/11/2009,1:31:00,PM
 0,7/11/2009,1:32:00,PM
 0,7/11/2009,1:32:00,PM
 0,7/11/2009,1:32:00,PM
 0,7/11/2009,1:34:00,PM
 0,7/11/2009,1:35:00,PM
 0,7/11/2009,1:36:00,PM
 0,7/11/2009,1:36:00,PM
 0,7/11/2009,1:36:00,PM
 0,7/11/2009,1:37:00,PM
 0,7/11/2009,1:37:00,PM
 0,7/11/2009,1:37:00,PM
 0,7/11/2009,1:39:00,PM
 0,7/11/2009,1:40:00,PM
 0,7/11/2009,1:40:00,PM
 0,7/11/2009,1:40:00,PM
 0,7/11/2009,1:40:00,PM
 0,7/11/2009,1:41:00,PM
 0,7/11/2009,1:41:00,PM
 0,7/11/2009,1:42:00,PM
 0,7/11/2009,1:43:00,PM
 0,7/11/2009,1:44:00,PM
 0,7/11/2009,1:44:00,PM
 0,7/11/2009,1:45:00,PM
 0,7/11/2009,1:45:00,PM
 0,7/11/2009,1:45:00,PM
 0,7/11/2009,1:46:00,PM
 0,7/11/2009,1:47:00,PM
 0,7/11/2009,1:48:00,PM
 0,7/11/2009,1:48:00,PM
 0,7/11/2009,1:48:00,PM
 0,7/11/2009,1:48:00,PM
 0,7/11/2009,1:49:00,PM
 0,7/11/2009,1:49:00,PM
 0,7/11/2009,1:49:00,PM
 0,7/11/2009,1:50:00,PM
 2703,7/11/2009,1:51:00,PM
 0,7/11/2009,1:52:00,PM
 0,7/11/2009,1:52:00,PM
 0,7/11/2009,1:52:00,PM
 0,7/11/2009,1:52:00,PM
 0,7/11/2009,1:53:00,PM
 0,7/11/2009,1:53:00,PM
 0,7/11/2009,1:53:00,PM
 0,7/11/2009,1:54:00,PM
 0,7/11/2009,1:55:00,PM
 0,7/11/2009,1:56:00,PM
 0,7/11/2009,1:56:00,PM
 0,7/11/2009,1:56:00,PM
 0,7/11/2009,1:56:00,PM
 0,7/11/2009,1:57:00,PM
 0,7/11/2009,1:58:00,PM
 0,7/11/2009,1:59:00,PM
 0,7/11/2009,1:59:00,PM
 0,7/11/2009,1:59:00,PM
 0,7/11/2009,2:01:00,PM
 0,7/11/2009,2:03:00,PM
 0,7/11/2009,2:05:00,PM
 0,7/11/2009,2:06:00,PM
 0,7/11/2009,2:06:00,PM
 0,7/11/2009,2:07:00,PM
 0,7/11/2009,2:07:00,PM
 0,7/11/2009,2:07:00,PM
 0,7/11/2009,2:08:00,PM
 0,7/11/2009,2:08:00,PM
 0,7/11/2009,2:08:00,PM
 0,7/11/2009,2:08:00,PM
 0,7/11/2009,2:08:00,PM
 0,7/11/2009,2:09:00,PM
 0,7/11/2009,2:09:00,PM
 0,7/11/2009,2:09:00,PM
 0,7/11/2009,2:09:00,PM
 0,7/11/2009,2:10:00,PM
 0,7/11/2009,2:10:00,PM
 0,7/11/2009,2:11:00,PM
 0,7/11/2009,2:11:00,PM
 0,7/11/2009,2:11:00,PM
 0,7/11/2009,2:11:00,PM
 0,7/11/2009,2:12:00,PM
 0,7/11/2009,2:12:00,PM
 0,7/11/2009,2:12:00,PM
 0,7/11/2009,2:12:00,PM
 0,7/11/2009,2:13:00,PM
 0,7/11/2009,2:13:00,PM
 0,7/11/2009,2:18:00,PM
 0,7/11/2009,2:18:00,PM
 0,7/11/2009,2:18:00,PM
 0,7/11/2009,2:18:00,PM
 0,7/11/2009,2:19:00,PM
 0,7/11/2009,2:20:00,PM
 0,7/11/2009,2:20:00,PM
 0,7/11/2009,2:20:00,PM
 0,7/11/2009,2:20:00,PM
 0,7/11/2009,2:21:00,PM
 0,7/11/2009,2:21:00,PM
 0,7/11/2009,2:22:00,PM
 0,7/11/2009,2:22:00,PM
 0,7/11/2009,2:22:00,PM
 0,7/11/2009,2:22:00,PM
 0,7/11/2009,2:23:00,PM
 0,7/11/2009,2:23:00,PM
 0,7/11/2009,2:23:00,PM
 0,7/11/2009,2:24:00,PM
 0,7/11/2009,2:24:00,PM
 0,7/11/2009,2:25:00,PM
 0,7/11/2009,2:25:00,PM
 0,7/11/2009,2:26:00,PM
 0,7/11/2009,2:26:00,PM
 0,7/11/2009,2:26:00,PM
 0,7/11/2009,2:26:00,PM
 0,7/11/2009,2:27:00,PM
 0,7/11/2009,2:27:00,PM
 0,7/11/2009,2:28:00,PM
 0,7/11/2009,2:29:00,PM
 0,7/11/2009,2:29:00,PM
 0,7/11/2009,2:29:00,PM
 0,7/11/2009,2:30:00,PM
 0,7/11/2009,2:31:00,PM
 0,7/11/2009,2:31:00,PM
 0,7/11/2009,2:33:00,PM
 0,7/11/2009,2:33:00,PM
 0,7/11/2009,2:34:00,PM
 0,7/11/2009,2:34:00,PM
 0,7/11/2009,2:34:00,PM
 0,7/11/2009,2:34:00,PM
 0,7/11/2009,2:35:00,PM
 0,7/11/2009,2:37:00,PM
 0,7/11/2009,2:37:00,PM
 0,7/11/2009,2:38:00,PM
 0,7/11/2009,2:38:00,PM
 0,7/11/2009,2:38:00,PM
 3071,7/11/2009,2:39:00,PM
 0,7/11/2009,2:40:00,PM
 0,7/11/2009,2:40:00,PM
 0,7/11/2009,2:40:00,PM
 0,7/11/2009,2:41:00,PM
 0,7/11/2009,2:41:00,PM
 0,7/11/2009,2:41:00,PM
 0,7/11/2009,2:41:00,PM
 0,7/11/2009,2:42:00,PM
 0,7/11/2009,2:43:00,PM
 0,7/11/2009,2:43:00,PM
 0,7/11/2009,2:43:00,PM
 0,7/11/2009,2:44:00,PM
 0,7/11/2009,2:44:00,PM
 0,7/11/2009,2:44:00,PM
 0,7/11/2009,2:44:00,PM
 0,7/11/2009,2:44:00,PM
 0,7/11/2009,2:45:00,PM
 0,7/11/2009,2:45:00,PM
 0,7/11/2009,2:46:00,PM
 0,7/11/2009,2:47:00,PM
 0,7/11/2009,2:47:00,PM
 0,7/11/2009,2:47:00,PM
 0,7/11/2009,2:47:00,PM
 0,7/11/2009,2:48:00,PM
 0,7/11/2009,2:48:00,PM
 0,7/11/2009,2:50:00,PM
 0,7/11/2009,2:51:00,PM
 0,7/11/2009,2:51:00,PM
 0,7/11/2009,2:51:00,PM
 0,7/11/2009,2:52:00,PM
 0,7/11/2009,2:52:00,PM
 0,7/11/2009,2:53:00,PM
 0,7/11/2009,2:53:00,PM
 0,7/11/2009,2:53:00,PM
 0,7/11/2009,2:54:00,PM
 0,7/11/2009,2:54:00,PM
 0,7/11/2009,2:56:00,PM
 0,7/11/2009,2:56:00,PM
 0,7/11/2009,2:56:00,PM
 0,7/11/2009,2:58:00,PM
 0,7/11/2009,2:58:00,PM
 0,7/11/2009,2:58:00,PM
 0,7/11/2009,2:59:00,PM
 0,7/11/2009,2:59:00,PM
 0,7/11/2009,2:59:00,PM
 0,7/11/2009,3:00:00,PM
 0,7/11/2009,3:01:00,PM
 0,7/11/2009,3:01:00,PM
 0,7/11/2009,3:03:00,PM
 0,7/11/2009,3:03:00,PM
 0,7/11/2009,3:04:00,PM
 0,7/11/2009,3:04:00,PM
 0,7/11/2009,3:05:00,PM
 0,7/11/2009,3:05:00,PM
 0,7/11/2009,3:06:00,PM
 0,7/11/2009,3:07:00,PM
 0,7/11/2009,3:07:00,PM
 0,7/11/2009,3:08:00,PM
 0,7/11/2009,3:08:00,PM
 0,7/11/2009,3:08:00,PM
 0,7/11/2009,3:08:00,PM
 0,7/11/2009,3:09:00,PM
 0,7/11/2009,3:09:00,PM
 0,7/11/2009,3:09:00,PM
 0,7/11/2009,3:10:00,PM
 0,7/11/2009,3:10:00,PM
 0,7/11/2009,3:11:00,PM
 0,7/11/2009,3:11:00,PM
 0,7/11/2009,3:11:00,PM
 0,7/11/2009,3:12:00,PM
 0,7/11/2009,3:13:00,PM
 0,7/11/2009,3:13:00,PM
 0,7/11/2009,3:14:00,PM
 0,7/11/2009,3:14:00,PM
 0,7/11/2009,3:15:00,PM
 0,7/11/2009,3:15:00,PM
 0,7/11/2009,3:15:00,PM
 0,7/11/2009,3:17:00,PM
 0,7/11/2009,3:17:00,PM
 0,7/11/2009,3:19:00,PM
 0,7/11/2009,3:20:00,PM
 0,7/11/2009,3:20:00,PM
 0,7/11/2009,3:20:00,PM
 0,7/11/2009,3:21:00,PM
 0,7/11/2009,3:22:00,PM
 0,7/11/2009,3:22:00,PM
 0,7/11/2009,3:23:00,PM
 0,7/11/2009,3:23:00,PM
 0,7/11/2009,3:24:00,PM
 0,7/11/2009,3:24:00,PM
 0,7/11/2009,3:25:00,PM
 0,7/11/2009,3:25:00,PM
 0,7/11/2009,3:25:00,PM
 0,7/11/2009,3:25:00,PM
 0,7/11/2009,3:25:00,PM
 0,7/11/2009,3:26:00,PM
 0,7/11/2009,3:26:00,PM
 0,7/11/2009,3:27:00,PM
 0,7/11/2009,3:28:00,PM
 0,7/11/2009,3:28:00,PM
 0,7/11/2009,3:28:00,PM
 0,7/11/2009,3:31:00,PM
 0,7/11/2009,3:33:00,PM
 0,7/11/2009,3:33:00,PM
 0,7/11/2009,3:33:00,PM
 0,7/11/2009,3:34:00,PM
 0,7/11/2009,3:35:00,PM
 0,7/11/2009,3:35:00,PM
 0,7/11/2009,3:36:00,PM
 0,7/11/2009,3:36:00,PM
 0,7/11/2009,3:36:00,PM
 0,7/11/2009,3:36:00,PM
 0,7/11/2009,3:37:00,PM
 0,7/11/2009,3:38:00,PM
 0,7/11/2009,3:39:00,PM
 0,7/11/2009,3:40:00,PM
 0,7/11/2009,3:41:00,PM
 0,7/11/2009,3:41:00,PM
 0,7/11/2009,3:43:00,PM
 0,7/11/2009,3:44:00,PM
 0,7/11/2009,3:44:00,PM
 0,7/11/2009,3:45:00,PM
 0,7/11/2009,3:47:00,PM
 0,7/11/2009,3:48:00,PM
 0,7/11/2009,3:49:00,PM
 0,7/11/2009,3:50:00,PM
 0,7/11/2009,3:50:00,PM
 0,7/11/2009,3:51:00,PM
 0,7/11/2009,3:51:00,PM
 0,7/11/2009,3:52:00,PM
 0,7/11/2009,3:54:00,PM
 0,7/11/2009,3:54:00,PM
 0,7/11/2009,3:54:00,PM
 0,7/11/2009,3:55:00,PM
 0,7/11/2009,3:56:00,PM
 0,7/11/2009,3:57:00,PM
 0,7/11/2009,3:57:00,PM
 0,7/11/2009,3:57:00,PM
 0,7/11/2009,3:58:00,PM
 0,7/11/2009,3:58:00,PM
 0,7/11/2009,3:58:00,PM
 0,7/11/2009,3:59:00,PM
 0,7/11/2009,3:59:00,PM
 0,7/11/2009,4:00:00,PM
 0,7/11/2009,4:00:00,PM
 0,7/11/2009,4:01:00,PM
 0,7/11/2009,4:02:00,PM
 0,7/11/2009,4:03:00,PM
 0,7/11/2009,4:03:00,PM
 0,7/11/2009,4:04:00,PM
 0,7/11/2009,4:05:00,PM
 0,7/11/2009,4:06:00,PM
 0,7/11/2009,4:06:00,PM
 0,7/11/2009,4:06:00,PM
 0,7/11/2009,4:06:00,PM
 0,7/11/2009,4:07:00,PM
 0,7/11/2009,4:07:00,PM
 0,7/11/2009,4:08:00,PM
 0,7/11/2009,4:08:00,PM
 0,7/11/2009,4:08:00,PM
 0,7/11/2009,4:09:00,PM
 0,7/11/2009,4:09:00,PM
 0,7/11/2009,4:09:00,PM
 0,7/11/2009,4:10:00,PM
 0,7/11/2009,4:10:00,PM
 0,7/11/2009,4:10:00,PM
 0,7/11/2009,4:11:00,PM
 0,7/11/2009,4:11:00,PM
 0,7/11/2009,4:11:00,PM
 0,7/11/2009,4:11:00,PM
 0,7/11/2009,4:12:00,PM
 0,7/11/2009,4:13:00,PM
 0,7/11/2009,4:14:00,PM
 0,7/11/2009,4:14:00,PM
 0,7/11/2009,4:14:00,PM
 0,7/11/2009,4:14:00,PM
 0,7/11/2009,4:15:00,PM
 0,7/11/2009,4:15:00,PM
 0,7/11/2009,4:15:00,PM
 0,7/11/2009,4:16:00,PM
 0,7/11/2009,4:16:00,PM
 0,7/11/2009,4:16:00,PM
 0,7/11/2009,4:16:00,PM
 0,7/11/2009,4:17:00,PM
 0,7/11/2009,4:17:00,PM
 0,7/11/2009,4:18:00,PM
 0,7/11/2009,4:18:00,PM
 0,7/11/2009,4:18:00,PM
 0,7/11/2009,4:18:00,PM
 0,7/11/2009,4:19:00,PM
 0,7/11/2009,4:19:00,PM
 2703,7/11/2009,4:19:00,PM
 0,7/11/2009,4:19:00,PM
 0,7/11/2009,4:19:00,PM
 0,7/11/2009,4:20:00,PM
 0,7/11/2009,4:20:00,PM
 0,7/11/2009,4:20:00,PM
 0,7/11/2009,4:21:00,PM
 0,7/11/2009,4:21:00,PM
 0,7/11/2009,4:21:00,PM
 0,7/11/2009,4:22:00,PM
 0,7/11/2009,4:23:00,PM
 0,7/11/2009,4:23:00,PM
 0,7/11/2009,4:23:00,PM
 0,7/11/2009,4:24:00,PM
 0,7/11/2009,4:24:00,PM
 0,7/11/2009,4:24:00,PM
 0,7/11/2009,4:25:00,PM
 0,7/11/2009,4:25:00,PM
 0,7/11/2009,4:26:00,PM
 0,7/11/2009,4:26:00,PM
 0,7/11/2009,4:27:00,PM
 0,7/11/2009,4:28:00,PM
 0,7/11/2009,4:28:00,PM
 0,7/11/2009,4:28:00,PM
 0,7/11/2009,4:28:00,PM
 0,7/11/2009,4:28:00,PM
 0,7/11/2009,4:28:00,PM
 0,7/11/2009,4:29:00,PM
 0,7/11/2009,4:29:00,PM
 0,7/11/2009,4:29:00,PM
 0,7/11/2009,4:29:00,PM
 0,7/11/2009,4:29:00,PM
 0,7/11/2009,4:31:00,PM
 0,7/11/2009,4:31:00,PM
 0,7/11/2009,4:31:00,PM
 0,7/11/2009,4:32:00,PM
 0,7/11/2009,4:32:00,PM
 0,7/11/2009,4:32:00,PM
 0,7/11/2009,4:33:00,PM
 0,7/11/2009,4:33:00,PM
 0,7/11/2009,4:33:00,PM
 0,7/11/2009,4:33:00,PM
 0,7/11/2009,4:33:00,PM
 2740,7/11/2009,4:35:00,PM
 0,7/11/2009,4:35:00,PM
 0,7/11/2009,4:35:00,PM
 0,7/11/2009,4:36:00,PM
 0,7/11/2009,4:36:00,PM
 0,7/11/2009,4:37:00,PM
 0,7/11/2009,4:37:00,PM
 0,7/11/2009,4:38:00,PM
 0,7/11/2009,4:39:00,PM
 0,7/11/2009,4:39:00,PM
 0,7/11/2009,4:40:00,PM
 0,7/11/2009,4:40:00,PM
 0,7/11/2009,4:41:00,PM
 0,7/11/2009,4:41:00,PM
 0,7/11/2009,4:41:00,PM
 0,7/11/2009,4:42:00,PM
 0,7/11/2009,4:43:00,PM
 0,7/11/2009,4:44:00,PM
 0,7/11/2009,4:44:00,PM
 0,7/11/2009,4:45:00,PM
 0,7/11/2009,4:45:00,PM
 0,7/11/2009,4:46:00,PM
 0,7/11/2009,4:47:00,PM
 0,7/11/2009,4:48:00,PM
 0,7/11/2009,4:48:00,PM
 0,7/11/2009,4:48:00,PM
 0,7/11/2009,4:49:00,PM
 0,7/11/2009,4:50:00,PM
 0,7/11/2009,4:50:00,PM
 0,7/11/2009,4:52:00,PM
 0,7/11/2009,4:52:00,PM
 0,7/11/2009,4:52:00,PM
 0,7/11/2009,4:53:00,PM
 0,7/11/2009,4:54:00,PM
 0,7/11/2009,4:57:00,PM
 0,7/11/2009,4:57:00,PM
 0,7/11/2009,4:57:00,PM
 0,7/11/2009,4:58:00,PM
 0,7/11/2009,4:58:00,PM
 0,7/11/2009,4:58:00,PM
 0,7/11/2009,4:59:00,PM
 0,7/11/2009,5:00:00,PM
 0,7/11/2009,5:00:00,PM
 0,7/11/2009,5:01:00,PM
 0,7/11/2009,5:01:00,PM
 0,7/11/2009,5:01:00,PM
 0,7/11/2009,5:01:00,PM
 0,7/11/2009,5:02:00,PM
 0,7/11/2009,5:03:00,PM
 0,7/11/2009,5:04:00,PM
 0,7/11/2009,5:04:00,PM
 0,7/11/2009,5:04:00,PM
 0,7/11/2009,5:05:00,PM
 0,7/11/2009,5:05:00,PM
 0,7/11/2009,5:05:00,PM
 0,7/11/2009,5:05:00,PM
 0,7/11/2009,5:05:00,PM
 0,7/11/2009,5:06:00,PM
 0,7/11/2009,5:06:00,PM
 0,7/11/2009,5:07:00,PM
 0,7/11/2009,5:07:00,PM
 0,7/11/2009,5:07:00,PM
 0,7/11/2009,5:08:00,PM
 0,7/11/2009,5:08:00,PM
 0,7/11/2009,5:09:00,PM
 0,7/11/2009,5:09:00,PM
 0,7/11/2009,5:09:00,PM
 0,7/11/2009,5:10:00,PM
 0,7/11/2009,5:10:00,PM
 0,7/11/2009,5:10:00,PM
 0,7/11/2009,5:11:00,PM
 0,7/11/2009,5:11:00,PM
 0,7/11/2009,5:11:00,PM
 0,7/11/2009,5:11:00,PM
 0,7/11/2009,5:12:00,PM
 0,7/11/2009,5:12:00,PM
 0,7/11/2009,5:12:00,PM
 0,7/11/2009,5:13:00,PM
 0,7/11/2009,5:13:00,PM
 0,7/11/2009,5:13:00,PM
 0,7/11/2009,5:13:00,PM
 0,7/11/2009,5:14:00,PM
 0,7/11/2009,5:14:00,PM
 0,7/11/2009,5:14:00,PM
 0,7/11/2009,5:15:00,PM
 0,7/11/2009,5:15:00,PM
 0,7/11/2009,5:15:00,PM
 0,7/11/2009,5:15:00,PM
 0,7/11/2009,5:15:00,PM
 0,7/11/2009,5:15:00,PM
 0,7/11/2009,5:16:00,PM
 0,7/11/2009,5:16:00,PM
 0,7/11/2009,5:17:00,PM
 0,7/11/2009,5:17:00,PM
 0,7/11/2009,5:17:00,PM
 0,7/11/2009,5:17:00,PM
 0,7/11/2009,5:17:00,PM
 0,7/11/2009,5:18:00,PM
 0,7/11/2009,5:18:00,PM
 0,7/11/2009,5:20:00,PM
 0,7/11/2009,5:21:00,PM
 0,7/11/2009,5:21:00,PM
 0,7/11/2009,5:22:00,PM
 0,7/11/2009,5:22:00,PM
 0,7/11/2009,5:22:00,PM
 0,7/11/2009,5:23:00,PM
 0,7/11/2009,5:23:00,PM
 0,7/11/2009,5:24:00,PM
 0,7/11/2009,5:24:00,PM
 0,7/11/2009,5:24:00,PM
 2716,7/11/2009,5:25:00,PM
 0,7/11/2009,5:25:00,PM
 0,7/11/2009,5:26:00,PM
 0,7/11/2009,5:27:00,PM
 0,7/11/2009,5:28:00,PM
 0,7/11/2009,5:28:00,PM
 0,7/11/2009,5:28:00,PM
 0,7/11/2009,5:28:00,PM
 0,7/11/2009,5:29:00,PM
 0,7/11/2009,5:30:00,PM
 0,7/11/2009,5:30:00,PM
 0,7/11/2009,5:30:00,PM
 0,7/11/2009,5:31:00,PM
 0,7/11/2009,5:31:00,PM
 0,7/11/2009,5:31:00,PM
 0,7/11/2009,5:32:00,PM
 0,7/11/2009,5:32:00,PM
 0,7/11/2009,5:32:00,PM
 0,7/11/2009,5:33:00,PM
 0,7/11/2009,5:34:00,PM
 0,7/11/2009,5:35:00,PM
 0,7/11/2009,5:35:00,PM
 0,7/11/2009,5:36:00,PM
 0,7/11/2009,5:36:00,PM
 0,7/11/2009,5:37:00,PM
 0,7/11/2009,5:37:00,PM
 0,7/11/2009,5:37:00,PM
 0,7/11/2009,5:37:00,PM
 0,7/11/2009,5:38:00,PM
 0,7/11/2009,5:38:00,PM
 0,7/11/2009,5:39:00,PM
 0,7/11/2009,5:40:00,PM
 0,7/11/2009,5:41:00,PM
 0,7/11/2009,5:41:00,PM
 0,7/11/2009,5:41:00,PM
 0,7/11/2009,5:41:00,PM
 0,7/11/2009,5:41:00,PM
 0,7/11/2009,5:41:00,PM
 0,7/11/2009,5:42:00,PM
 0,7/11/2009,5:42:00,PM
 0,7/11/2009,5:43:00,PM
 0,7/11/2009,5:44:00,PM
 0,7/11/2009,5:44:00,PM
 0,7/11/2009,5:44:00,PM
 0,7/11/2009,5:44:00,PM
 0,7/11/2009,5:44:00,PM
 0,7/11/2009,5:45:00,PM
 0,7/11/2009,5:45:00,PM
 0,7/11/2009,5:45:00,PM
 0,7/11/2009,5:45:00,PM
 0,7/11/2009,5:46:00,PM
 0,7/11/2009,5:46:00,PM
 0,7/11/2009,5:46:00,PM
 0,7/11/2009,5:46:00,PM
 0,7/11/2009,5:47:00,PM
 0,7/11/2009,5:47:00,PM
 0,7/11/2009,5:47:00,PM
 0,7/11/2009,5:47:00,PM
 0,7/11/2009,5:47:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:48:00,PM
 0,7/11/2009,5:49:00,PM
 0,7/11/2009,5:50:00,PM
 0,7/11/2009,5:50:00,PM
 0,7/11/2009,5:50:00,PM
 0,7/11/2009,5:51:00,PM
 0,7/11/2009,5:51:00,PM
 0,7/11/2009,5:51:00,PM
 0,7/11/2009,5:52:00,PM
 0,7/11/2009,5:52:00,PM
 0,7/11/2009,5:53:00,PM
 0,7/11/2009,5:53:00,PM
 0,7/11/2009,5:53:00,PM
 0,7/11/2009,5:53:00,PM
 0,7/11/2009,5:54:00,PM
 0,7/11/2009,5:54:00,PM
 0,7/11/2009,5:55:00,PM
 0,7/11/2009,5:55:00,PM
 0,7/11/2009,5:56:00,PM
 0,7/11/2009,5:56:00,PM
 0,7/11/2009,5:56:00,PM
 0,7/11/2009,5:57:00,PM
 0,7/11/2009,5:57:00,PM
 0,7/11/2009,5:57:00,PM
 0,7/11/2009,5:57:00,PM
 0,7/11/2009,5:57:00,PM
 0,7/11/2009,5:58:00,PM
 0,7/11/2009,5:58:00,PM
 0,7/11/2009,5:59:00,PM
 0,7/11/2009,5:59:00,PM
 0,7/11/2009,6:00:00,PM
 0,7/11/2009,6:01:00,PM
 0,7/11/2009,6:01:00,PM
 0,7/11/2009,6:01:00,PM
 0,7/11/2009,6:02:00,PM
 0,7/11/2009,6:02:00,PM
 0,7/11/2009,6:03:00,PM
 0,7/11/2009,6:03:00,PM
 0,7/11/2009,6:03:00,PM
 0,7/11/2009,6:03:00,PM
 0,7/11/2009,6:03:00,PM
 0,7/11/2009,6:05:00,PM
 0,7/11/2009,6:05:00,PM
 0,7/11/2009,6:05:00,PM
 0,7/11/2009,6:06:00,PM
 0,7/11/2009,6:06:00,PM
 0,7/11/2009,6:06:00,PM
 0,7/11/2009,6:07:00,PM
 0,7/11/2009,6:07:00,PM
 0,7/11/2009,6:07:00,PM
 0,7/11/2009,6:07:00,PM
 0,7/11/2009,6:07:00,PM
 0,7/11/2009,6:07:00,PM
 0,7/11/2009,6:09:00,PM
 0,7/11/2009,6:09:00,PM
 0,7/11/2009,6:09:00,PM
 0,7/11/2009,6:11:00,PM
 0,7/11/2009,6:11:00,PM
 0,7/11/2009,6:11:00,PM
 0,7/11/2009,6:11:00,PM
 0,7/11/2009,6:13:00,PM
 0,7/11/2009,6:14:00,PM
 0,7/11/2009,6:14:00,PM
 0,7/11/2009,6:14:00,PM
 0,7/11/2009,6:15:00,PM
 0,7/11/2009,6:15:00,PM
 0,7/11/2009,6:15:00,PM
 0,7/11/2009,6:16:00,PM
 0,7/11/2009,6:16:00,PM
 0,7/11/2009,6:16:00,PM
 2710,7/11/2009,6:17:00,PM
 0,7/11/2009,6:17:00,PM
 0,7/11/2009,6:18:00,PM
 0,7/11/2009,6:18:00,PM
 2703,7/11/2009,6:18:00,PM
 0,7/11/2009,6:18:00,PM
 0,7/11/2009,6:18:00,PM
 0,7/11/2009,6:19:00,PM
 0,7/11/2009,6:19:00,PM
 0,7/11/2009,6:19:00,PM
 0,7/11/2009,6:20:00,PM
 0,7/11/2009,6:20:00,PM
 0,7/11/2009,6:20:00,PM
 0,7/11/2009,6:20:00,PM
 0,7/11/2009,6:20:00,PM
 0,7/11/2009,6:20:00,PM
 0,7/11/2009,6:21:00,PM
 0,7/11/2009,6:22:00,PM
 0,7/11/2009,6:23:00,PM
 0,7/11/2009,6:23:00,PM
 0,7/11/2009,6:24:00,PM
 0,7/11/2009,6:24:00,PM
 0,7/11/2009,6:24:00,PM
 0,7/11/2009,6:24:00,PM
 0,7/11/2009,6:24:00,PM
 0,7/11/2009,6:25:00,PM
 0,7/11/2009,6:25:00,PM
 0,7/11/2009,6:25:00,PM
 0,7/11/2009,6:25:00,PM
 0,7/11/2009,6:25:00,PM
 0,7/11/2009,6:26:00,PM
 0,7/11/2009,6:26:00,PM
 0,7/11/2009,6:26:00,PM
 0,7/11/2009,6:26:00,PM
 0,7/11/2009,6:27:00,PM
 0,7/11/2009,6:27:00,PM
 0,7/11/2009,6:27:00,PM
 0,7/11/2009,6:27:00,PM
 0,7/11/2009,6:28:00,PM
 0,7/11/2009,6:28:00,PM
 0,7/11/2009,6:28:00,PM
 0,7/11/2009,6:28:00,PM
 0,7/11/2009,6:28:00,PM
 0,7/11/2009,6:29:00,PM
 0,7/11/2009,6:29:00,PM
 0,7/11/2009,6:29:00,PM
 0,7/11/2009,6:30:00,PM
 0,7/11/2009,6:30:00,PM
 0,7/11/2009,6:30:00,PM
 0,7/11/2009,6:31:00,PM
 0,7/11/2009,6:31:00,PM
